id,stopPlaceId,name,lat,lon,modes,stopType
NSR:Quay:30048,NSR:Quay:30048,Ltz. Hervigs vei 100,59.71462,10.22843,bus,bus
NSR:Quay:30044,NSR:Quay:30044,Ltz. Hervigs vei 82,59.7172,10.2266,bus,bus
NSR:Quay:30040,NSR:Quay:30040,Ltz. Hervigs vei 51,59.7188,10.2264,bus,bus
NSR:Quay:30033,NSR:Quay:30033,Fjell bo- og servicesenter,59.72099,10.22386,bus,bus
NSR:Quay:29749,NSR:Quay:29749,Skogerveien,59.72178,10.21637,bus,bus
NSR:Quay:29726,NSR:Quay:29726,Solsvingen,59.724681,10.211744,bus,bus
NSR:Quay:29722,NSR:Quay:29722,Anchersens vei,59.725935,10.206684,bus,bus
NSR:Quay:29716,NSR:Quay:29716,Austad,59.728996,10.204762,bus,bus
NSR:Quay:30319,NSR:Quay:30319,Roseveien,59.72827,10.20843,bus,bus
NSR:Quay:30017,NSR:Quay:30017,Colletts gate,59.73091,10.21375,bus,bus
NSR:Quay:30013,NSR:Quay:30013,Folkestads gate,59.73253,10.20931,bus,bus
NSR:Quay:30006,NSR:Quay:30006,Marienlyst,59.734108,10.205962,bus,bus
NSR:Quay:29347,NSR:Quay:29347,Knoffs gate,59.736769,10.206816,bus,bus
NSR:Quay:29338,NSR:Quay:29338,Skistadbygget,59.73821,10.202584,bus,bus
NSR:Quay:29325,NSR:Quay:29325,Strømsø torg,59.739909,10.202112,bus,bus
NSR:Quay:29764,NSR:Quay:29764,Laurits Grønlands vei,59.71897,10.220639,bus,bus
NSR:Quay:30244,NSR:Quay:30244,Bera snuplass,59.764,10.1353,bus,bus
NSR:Quay:30243,NSR:Quay:30243,Bera midtre,59.76307,10.134649,bus,bus
NSR:Quay:30240,NSR:Quay:30240,Bera nedre,59.76093,10.13777,bus,bus
NSR:Quay:30245,NSR:Quay:30245,Roligheten,59.76144,10.13393,bus,bus
NSR:Quay:30247,NSR:Quay:30247,Aronsløkka skole,59.76179,10.128339,bus,bus
NSR:Quay:30234,NSR:Quay:30234,Turheisen,59.762278,10.124542,bus,bus
NSR:Quay:30231,NSR:Quay:30231,Brøttet,59.762714,10.120811,bus,bus
NSR:Quay:30229,NSR:Quay:30229,Steinspranget,59.761,10.1183,bus,bus
NSR:Quay:30225,NSR:Quay:30225,Liejordet,59.75693,10.12423,bus,bus
NSR:Quay:30223,NSR:Quay:30223,Kjøsterud skole,59.75633,10.12905,bus,bus
NSR:Quay:30222,NSR:Quay:30222,Dalegårdsveien,59.75627,10.13381,bus,bus
NSR:Quay:30220,NSR:Quay:30220,Valbrottveien,59.756565,10.137686,bus,bus
NSR:Quay:30217,NSR:Quay:30217,Elias Kræmmers vei,59.7559,10.141,bus,bus
NSR:Quay:30215,NSR:Quay:30215,Tunveien,59.75512,10.14548,bus,bus
NSR:Quay:29351,NSR:Quay:29351,Treschows gate,59.73443,10.2145,bus,bus
NSR:Quay:29356,NSR:Quay:29356,Mads Wiels plass,59.733678,10.216776,bus,bus
